"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"10/9/2023","10/9/2023","10/10/2023","XOM","XOM 10/13/2023 Put $111.00","STO","1","$1.53","$152.98"
"10/6/2023","10/6/2023","10/10/2023","GOOGL","GOOGL 10/6/2023 Put $131.00","BTC","1","$0.03","($3.00)"
"10/5/2023","10/5/2023","10/6/2023","GM","GM 10/13/2023 Put $31.50","STO","1","$1.14","$113.98"
"10/5/2023","10/5/2023","10/6/2023","GM","GM 10/6/2023 Put $31.50","BTC","1","$0.88","($88.00)"
"10/4/2023","10/4/2023","10/5/2023","AMZN","AMZN 10/20/2023 Put $130.00","STO","1","$5.10","$509.98"
"10/4/2023","10/4/2023","10/5/2023","AMZN","AMZN 10/6/2023 Put $131.00","BTC","1","$4.40","($440.00)"
"10/3/2023","10/3/2023","10/4/2023","GM","GM 10/6/2023 Put $31.50","STO","1","$0.47","$46.98"
"9/29/2023","9/29/2023","10/2/2023","GM","Option Expiration for GM 9/29/2023 Call $36.00","OEXP","2","",""
"9/29/2023","9/29/2023","10/2/2023","F","Option Expiration for F 9/29/2023 Call $13.50","OEXP","1","",""
"9/29/2023","9/29/2023","10/2/2023","GOOGL","GOOGL 9/29/2023 Put $131.00","BTC","1","$0.03","($3.03)"
"9/29/2023","9/29/2023","10/2/2023","GOOGL","GOOGL 10/6/2023 Put $131.00","STO","1","$0.73","$72.95"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 10/6/2023 Put $28.00","BTC","1","$0.77","($77.03)"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 10/6/2023 Put $28.00","BTC","2","$0.77","($154.06)"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 11/10/2023 Put $27.00","STO","1","$0.87","$86.95"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 11/10/2023 Put $27.00","STO","2","$0.87","$173.92"
"9/28/2023","9/28/2023","9/29/2023","AMZN","AMZN 10/6/2023 Put $131.00","STO","1","$7.10","$709.98"
"9/28/2023","9/28/2023","9/29/2023","AMZN","AMZN 9/29/2023 Put $131.00","BTC","1","$6.85","($685.00)"
"9/25/2023","9/25/2023","9/26/2023","AMZN","AMZN 9/29/2023 Put $131.00","STO","1","$2.24","$223.98"
"9/25/2023","9/25/2023","9/26/2023","GOOGL","GOOGL 9/29/2023 Put $131.00","STO","1","$2.10","$209.98"
"9/22/2023","9/22/2023","9/25/2023","AAPL","Option Expiration for AAPL 9/22/2023 Put $172.50","OEXP","1","",""
"9/22/2023","9/22/2023","9/25/2023","GOOGL","GOOGL 9/22/2023 Put $131.00","BTC","1","$0.06","($6.00)"
"9/22/2023","9/22/2023","9/25/2023","F","F 9/29/2023 Call $13.50","STO","1","$0.04","$3.98"
"9/21/2023","9/21/2023","9/22/2023","GOOGL","GOOGL 9/22/2023 Put $131.00","STO","1","$1.10","$109.98"
"9/20/2023","9/20/2023","9/21/2023","CTRA","CTRA 10/6/2023 Put $28.00","STO","3","$0.90","$269.98"
"9/20/2023","9/20/2023","9/21/2023","CTRA","CTRA 9/22/2023 Put $28.00","BTC","3","$0.85","($255.00)"
"9/20/2023","9/20/2023","9/21/2023","GM","GM 9/29/2023 Call $36.00","STO","1","$0.12","$11.98"
"9/20/2023","9/20/2023","9/21/2023","GM","GM 9/29/2023 Call $36.00","STO","1","$0.12","$11.98"
"9/19/2023","9/19/2023","9/20/2023","F","F 9/29/2023 Put $14.50","OASGN","1","",""
"9/19/2023","9/19/2023","9/21/2023","F","Ford Motor
CUSIP: 345370860
1 F Option Assigned","Buy","100","$14.50","($1,450.00)"
"9/18/2023","9/18/2023","9/19/2023","CTRA","CTRA 9/22/2023 Put $28.00","STO","3","$0.30","$89.98"
"9/15/2023","9/15/2023","9/18/2023","ADI","Option Expiration for ADI 9/15/2023 Call $182.50","OEXP","1","",""
"9/15/2023","9/15/2023","9/18/2023","GOOGL","Option Expiration for GOOGL 9/15/2023 Put $135.00","OEXP","1","",""
"9/15/2023","9/15/2023","9/18/2023","AAPL","AAPL 9/15/2023 Put $175.00","BTC","1","$0.65","($65.00)"
"9/15/2023","9/15/2023","9/18/2023","AAPL","AAPL 9/22/2023 Put $172.50","STO","1","$1.25","$124.98"
"9/14/2023","9/14/2023","9/14/2023","ADI","Cash Div: R/D 2023-09-05 P/D 2023-09-14 - 100 shares at 0.86","CDIV","","","$86.00"
"9/14/2023","9/14/2023","9/15/2023","ADI","ADI 9/15/2023 Call $182.50","STO","1","$0.05","$4.98"
"9/14/2023","9/14/2023","9/15/2023","AAPL","AAPL 9/15/2023 Put $175.00","STO","1","$0.72","$71.98"
"9/13/2023","9/13/2023","9/14/2023","GOOGL","GOOGL 9/15/2023 Put $135.00","STO","1","$0.45","$44.98"
"9/13/2023","9/13/2023","9/14/2023","F","F 9/29/2023 Put $14.50","STO","1","$1.74","$173.98"
"9/13/2023","9/13/2023","9/14/2023","F","F 12/15/2023 Put $14.00","BTC","1","$1.59","($159.00)"
"9/8/2023","9/8/2023","9/11/2023","ADI","Option Expiration for ADI 9/8/2023 Call $187.50","OEXP","1","",""
"9/8/2023","9/8/2023","9/11/2023","MSFT","Option Expiration for MSFT 9/8/2023 Put $327.50","OEXP","1","",""
"9/5/2023","9/5/2023","9/6/2023","GM","GM 9/15/2023 Put $37.00","OASGN","2","",""
"9/5/2023","9/5/2023","9/7/2023","GM","GM
CUSIP: 37045V100
2 GM Options Assigned","Buy","200","$37.00","($7,400.00)"
"9/1/2023","9/1/2023","9/5/2023","GM","Option Expiration for GM 9/1/2023 Put $32.50","OEXP","1","",""
"8/31/2023","8/31/2023","9/1/2023","ADI","ADI 9/8/2023 Call $187.50","STO","1","$0.38","$37.98"
"8/31/2023","8/31/2023","9/1/2023","ADI","ADI 9/1/2023 Call $185.00","BTC","1","$0.12","($12.00)"
"8/31/2023","8/31/2023","9/1/2023","ADI","ADI 9/1/2023 Call $185.00","STO","1","$0.16","$15.98"
"8/31/2023","8/31/2023","9/1/2023","MSFT","MSFT 9/8/2023 Put $327.50","STO","1","$3.11","$310.98"
"8/31/2023","8/31/2023","9/1/2023","MSFT","MSFT 9/1/2023 Put $330.00","BTC","1","$2.53","($253.00)"
"8/25/2023","8/25/2023","8/28/2023","ADI","Option Expiration for ADI 8/25/2023 Call $182.50","OEXP","1","",""
"8/25/2023","8/25/2023","8/28/2023","GM","GM 8/25/2023 Put $32.50","BTC","1","$0.28","($28.00)"
"8/25/2023","8/25/2023","8/28/2023","GM","GM 9/1/2023 Put $32.50","STO","1","$0.68","$67.98"
"8/24/2023","8/24/2023","8/25/2023","MSFT","MSFT 9/1/2023 Put $330.00","STO","1","$10.70","$1,069.98"
"8/24/2023","8/24/2023","8/25/2023","MSFT","MSFT 8/25/2023 Put $330.00","BTC","1","$9.70","($970.00)"
"8/24/2023","8/24/2023","8/25/2023","ADI","ADI 8/25/2023 Call $182.50","STO","1","$0.15","$14.98"
"8/21/2023","8/21/2023","8/22/2023","MSFT","MSFT 8/25/2023 Put $330.00","STO","1","$11.85","$1,184.98"
"8/21/2023","8/21/2023","8/22/2023","MSFT","MSFT 9/15/2023 Put $325.00","BTC","1","$11.30","($1,130.00)"
"8/18/2023","8/18/2023","8/21/2023","GM","GM 8/25/2023 Put $32.50","STO","1","$0.39","$38.98"
"8/18/2023","8/18/2023","8/21/2023","MSFT","MSFT 8/25/2023 Put $327.50","BTC","1","$14.30","($1,430.00)"
"8/18/2023","8/18/2023","8/21/2023","MSFT","MSFT 9/15/2023 Put $325.00","STO","1","$14.88","$1,487.97"
"8/17/2023","8/17/2023","8/18/2023","MSFT","MSFT 8/25/2023 Put $327.50","STO","1","$10.05","$1,004.98"
"8/17/2023","8/17/2023","8/18/2023","MSFT","MSFT 8/18/2023 Put $327.50","BTC","1","$8.45","($845.00)"
"8/16/2023","8/16/2023","8/17/2023","ADI","ADI 8/18/2023 Put $187.50","OASGN","1","",""
"8/16/2023","8/16/2023","8/18/2023","ADI","Analog Devices
CUSIP: 032654105
1 ADI Option Assigned","Buy","100","$187.50","($18,750.00)"
"8/11/2023","8/11/2023","8/14/2023","ADI","ADI 8/18/2023 Put $187.50","STO","1","$5.46","$545.98"
"8/11/2023","8/11/2023","8/14/2023","ADI","ADI 8/11/2023 Put $187.50","BTC","1","$4.52","($452.00)"
"8/11/2023","8/11/2023","8/14/2023","MSFT","MSFT 8/11/2023 Put $327.50","BTC","1","$7.24","($724.00)"
"8/11/2023","8/11/2023","8/14/2023","MSFT","MSFT 8/18/2023 Put $327.50","STO","1","$9.09","$908.98"
"8/10/2023","8/10/2023","8/11/2023","GM","GM 9/15/2023 Put $37.00","STO","2","$2.44","$487.98"
"8/10/2023","8/10/2023","8/11/2023","GM","GM 8/11/2023 Put $37.50","BTC","2","$2.44","($488.00)"
"8/7/2023","8/7/2023","8/8/2023","ADI","ADI 8/11/2023 Put $187.50","STO","1","$1.75","$174.98"
"8/7/2023","8/7/2023","8/8/2023","MSFT","MSFT 8/11/2023 Put $327.50","STO","1","$2.97","$296.98"
"8/4/2023","8/4/2023","8/7/2023","MSFT","MSFT 8/4/2023 Put $327.50","BTC","1","$0.07","($7.00)"
"8/4/2023","8/4/2023","8/7/2023","GM","GM 8/4/2023 Put $37.50","BTC","1","$0.57","($57.00)"
"8/4/2023","8/4/2023","8/7/2023","GM","GM 8/4/2023 Put $37.50","BTC","1","$0.57","($57.00)"
"8/4/2023","8/4/2023","8/7/2023","GM","GM 8/11/2023 Put $37.50","STO","1","$0.82","$81.98"
"8/4/2023","8/4/2023","8/7/2023","GM","GM 8/11/2023 Put $37.50","STO","1","$0.82","$81.98"
"8/4/2023","8/4/2023","8/7/2023","AMZN","AMZN 8/4/2023 Put $127.00","BTC","2","$0.02","($4.00)"
"8/3/2023","8/3/2023","8/4/2023","MSFT","MSFT 8/4/2023 Put $327.50","STO","1","$2.96","$295.98"
"8/3/2023","8/3/2023","8/3/2023","","Current Year Contribution","CFIR","","","$3,000.00"
"8/3/2023","8/3/2023","8/3/2023","","Interest on Contribution (IRA Match)","MTCH","","","$90.00"
"8/2/2023","8/2/2023","8/3/2023","F","F 8/11/2023 Put $14.50","BTC","1","$1.53","($153.00)"
"8/2/2023","8/2/2023","8/3/2023","F","F 12/15/2023 Put $14.00","STO","1","$1.53","$152.98"
"7/31/2023","7/31/2023","8/1/2023","GM","GM 8/4/2023 Put $37.50","STO","2","$0.21","$41.98"
"7/28/2023","7/28/2023","7/31/2023","AAPL","Option Expiration for AAPL 7/28/2023 Put $192.50","OEXP","1","",""
"7/28/2023","7/28/2023","7/31/2023","F","F 8/11/2023 Put $14.50","STO","1","$1.37","$136.98"
"7/28/2023","7/28/2023","7/31/2023","F","F 7/28/2023 Put $14.50","BTC","1","$1.37","($137.00)"
"7/27/2023","7/27/2023","7/28/2023","GM","GM 7/28/2023 Put $37.50","BTC","2","$0.03","($6.00)"
"7/26/2023","7/26/2023","7/27/2023","AMZN","AMZN 8/4/2023 Put $127.00","STO","2","$4.34","$867.98"
"7/26/2023","7/26/2023","7/27/2023","AMZN","AMZN 7/28/2023 Put $131.00","BTC","2","$4.04","($808.00)"
"7/26/2023","7/26/2023","7/27/2023","GM","GM 7/28/2023 Put $37.50","STO","2","$0.23","$45.98"
"7/26/2023","7/26/2023","7/27/2023","GOOGL","GOOGL 7/28/2023 Put $121.00","BTC","1","$0.03","($3.00)"
"7/24/2023","7/24/2023","7/25/2023","AMZN","AMZN 7/28/2023 Put $131.00","STO","1","$3.05","$304.98"
"7/24/2023","7/24/2023","7/25/2023","AMZN","AMZN 7/28/2023 Put $131.00","STO","1","$1.94","$193.98"
"7/24/2023","7/24/2023","7/25/2023","AAPL","AAPL 7/28/2023 Put $192.50","STO","1","$1.36","$135.98"
"7/21/2023","7/21/2023","7/24/2023","GM","GM 7/21/2023 Put $38.50","BTC","2","$0.03","($6.00)"
"7/21/2023","7/21/2023","7/24/2023","VZ","VZ 7/21/2023 Put $33.50","BTC","1","$0.06","($6.00)"
"7/21/2023","7/21/2023","7/24/2023","AAPL","AAPL 7/21/2023 Put $190.00","BTC","1","$0.04","($4.00)"
"7/21/2023","7/21/2023","7/24/2023","F","F 7/21/2023 Put $14.50","BTC","1","$0.60","($60.00)"
"7/21/2023","7/21/2023","7/24/2023","F","F 7/28/2023 Put $14.50","STO","1","$0.86","$85.98"
"7/21/2023","7/21/2023","7/24/2023","XOM","XOM 7/21/2023 Put $102.00","BTC","2","$0.02","($4.00)"
"7/19/2023","7/19/2023","7/20/2023","F","F 7/21/2023 Put $14.50","STO","1","$0.39","$38.98"
"7/18/2023","7/18/2023","7/19/2023","GOOGL","GOOGL 7/21/2023 Put $124.00","BTC","1","$1.92","($192.00)"
"7/18/2023","7/18/2023","7/19/2023","GOOGL","GOOGL 7/28/2023 Put $121.00","STO","1","$2.58","$257.98"
"7/17/2023","7/17/2023","7/18/2023","GM","GM 7/21/2023 Put $38.50","STO","2","$0.49","$97.98"
"7/17/2023","7/17/2023","7/18/2023","VZ","VZ 7/21/2023 Put $33.50","STO","1","$0.38","$37.98"
"7/14/2023","7/14/2023","7/17/2023","AAPL","AAPL 7/21/2023 Put $190.00","STO","1","$1.60","$159.98"
"7/14/2023","7/14/2023","7/17/2023","AAPL","AAPL 7/14/2023 Put $190.00","BTC","1","$0.21","($21.00)"
"7/14/2023","7/14/2023","7/17/2023","XOM","XOM 7/21/2023 Put $102.00","STO","1","$1.86","$185.98"
"7/14/2023","7/14/2023","7/17/2023","AMD","AMD 7/14/2023 Put $115.00","BTC","1","$0.05","($5.00)"
"7/14/2023","7/14/2023","7/17/2023","XOM","XOM 7/21/2023 Put $102.00","STO","1","$1.00","$99.98"
"7/13/2023","7/13/2023","7/14/2023","AMZN","AMZN 7/14/2023 Put $128.00","BTC","1","$0.04","($4.00)"
"7/11/2023","7/11/2023","7/12/2023","GOOGL","GOOGL 7/28/2023 Put $122.00","BTC","1","$6.80","($680.00)"
"7/11/2023","7/11/2023","7/12/2023","GOOGL","GOOGL 7/21/2023 Put $124.00","STO","1","$7.30","$729.98"
"7/10/2023","7/10/2023","7/11/2023","AMZN","AMZN 7/14/2023 Put $128.00","STO","1","$2.26","$225.98"
"7/10/2023","7/10/2023","7/11/2023","XOM","XOM 7/14/2023 Put $102.00","BTC","1","$0.28","($28.00)"
"7/10/2023","7/10/2023","7/11/2023","AAPL","AAPL 7/14/2023 Put $190.00","STO","1","$1.71","$170.98"
"7/7/2023","7/7/2023","7/10/2023","XOM","XOM 7/14/2023 Put $102.00","STO","1","$0.93","$92.98"
"7/7/2023","7/7/2023","7/10/2023","MSFT","MSFT 7/7/2023 Put $335.00","BTC","1","$0.05","($5.00)"
"7/7/2023","7/7/2023","7/10/2023","AMD","AMD 7/14/2023 Put $115.00","STO","1","$2.56","$255.98"
"7/7/2023","7/7/2023","7/10/2023","AMD","AMD 7/7/2023 Put $117.00","BTC","1","$2.36","($236.00)"
"7/6/2023","7/6/2023","7/7/2023","GOOGL","GOOGL 7/28/2023 Put $122.00","STO","1","$5.45","$544.98"
"7/6/2023","7/6/2023","7/7/2023","GOOGL","GOOGL 7/14/2023 Put $123.00","BTC","1","$4.45","($445.00)"
"7/5/2023","7/5/2023","7/6/2023","GOOGL","GOOGL 7/7/2023 Put $123.00","BTC","1","$2.30","($230.00)"
"7/5/2023","7/5/2023","7/6/2023","GOOGL","GOOGL 7/14/2023 Put $123.00","STO","1","$2.80","$279.98"
"7/3/2023","7/3/2023","7/5/2023","MSFT","MSFT 7/7/2023 Put $335.00","STO","1","$1.88","$187.98"
"6/30/2023","6/30/2023","6/30/2023","LDOS","Cash Div: R/D 2023-06-15 P/D 2023-06-30 - 100 shares at 0.36","CDIV","","","$36.00"
"6/30/2023","6/30/2023","7/3/2023","AMD","AMD 7/14/2023 Put $115.00","BTC","1","$3.97","($397.00)"
"6/30/2023","6/30/2023","7/3/2023","AMD","AMD 7/7/2023 Put $117.00","STO","1","$4.07","$406.98"
"6/30/2023","6/30/2023","7/3/2023","AMZN","AMZN 6/30/2023 Put $128.00","BTC","1","$0.02","($2.00)"
"6/30/2023","6/30/2023","7/3/2023","QCOM","QCOM 6/30/2023 Put $115.00","BTC","1","$0.03","($3.00)"
"6/29/2023","6/29/2023","6/30/2023","RIVN","RIVN 6/30/2023 Put $13.50","BTC","3","$0.02","($6.00)"
"6/29/2023","6/29/2023","6/30/2023","AMZN","AMZN 6/30/2023 Put $128.00","STO","1","$0.95","$94.98"
"6/29/2023","6/29/2023","6/30/2023","XOM","XOM 6/30/2023 Put $102.00","BTC","1","$0.03","($3.00)"
"6/29/2023","6/29/2023","6/30/2023","GM","GM 6/30/2023 Put $37.00","BTC","1","$0.03","($3.00)"
"6/29/2023","6/29/2023","6/30/2023","XOM","XOM 6/30/2023 Put $102.00","BTC","1","$0.03","($3.00)"
"6/27/2023","6/27/2023","6/28/2023","GM","GM 6/30/2023 Put $37.00","STO","1","$0.24","$23.98"
"6/26/2023","6/26/2023","6/27/2023","AMD","AMD 7/14/2023 Put $115.00","STO","1","$8.48","$847.98"
"6/26/2023","6/26/2023","6/27/2023","AMD","AMD 6/30/2023 Put $116.00","BTC","1","$8.18","($818.00)"
"6/23/2023","6/23/2023","6/26/2023","QCOM","QCOM 6/30/2023 Put $115.00","STO","1","$1.59","$158.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","3","$0.39","$116.98"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/23/2023 Put $102.00","BTC","1","$0.44","($44.00)"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/23/2023 Put $102.00","BTC","1","$0.44","($44.00)"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/30/2023 Put $102.00","STO","1","$1.39","$138.98"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/30/2023 Put $102.00","STO","1","$1.39","$138.98"
"6/22/2023","6/22/2023","6/23/2023","AMZN","AMZN 6/23/2023 Put $126.00","BTC","1","$0.18","($18.00)"
"6/21/2023","6/21/2023","6/22/2023","AMD","AMD 6/30/2023 Put $116.00","STO","1","$5.44","$543.98"
"6/21/2023","6/21/2023","6/22/2023","AMD","AMD 6/23/2023 Put $117.00","BTC","1","$5.02","($502.00)"
"6/21/2023","6/21/2023","6/22/2023","GOOGL","GOOGL 6/23/2023 Put $124.00","BTC","1","$3.60","($360.00)"
"6/21/2023","6/21/2023","6/22/2023","GOOGL","GOOGL 7/7/2023 Put $123.00","STO","1","$3.75","$374.98"
"6/20/2023","6/20/2023","6/21/2023","XOM","XOM 6/23/2023 Put $102.00","STO","1","$1.00","$99.98"
"6/20/2023","6/20/2023","6/21/2023","XOM","XOM 6/23/2023 Put $102.00","STO","1","$0.52","$51.98"
"6/20/2023","6/20/2023","6/21/2023","AMZN","AMZN 6/23/2023 Put $126.00","STO","1","$1.74","$173.98"
"6/16/2023","6/16/2023","6/20/2023","LDOS","LDOS 6/16/2023 Call $85.00","OASGN","1","",""
"6/16/2023","6/16/2023","6/21/2023","LDOS","Leidos
CUSIP: 525327102
1 LDOS Option Assigned","Sell","100","$85.00","$8,499.92"
"6/16/2023","6/16/2023","6/20/2023","RIVN","Option Expiration for RIVN 6/16/2023 Put $13.50","OEXP","8","",""
"6/16/2023","6/16/2023","6/20/2023","AMZN","AMZN 6/16/2023 Put $125.00","BTC","1","$0.04","($4.00)"
"6/16/2023","6/16/2023","6/20/2023","AMD","AMD 6/23/2023 Put $117.00","STO","1","$1.13","$112.98"
"6/16/2023","6/16/2023","6/20/2023","AMD","AMD 6/16/2023 Put $122.00","BTC","1","$1.12","($112.00)"
"6/15/2023","6/15/2023","6/16/2023","GOOGL","GOOGL 6/23/2023 Put $124.00","STO","1","$1.86","$185.98"
"6/15/2023","6/15/2023","6/16/2023","GOOGL","GOOGL 6/16/2023 Put $125.00","BTC","1","$1.52","($152.00)"
"6/14/2023","6/14/2023","6/15/2023","AMD","AMD 6/16/2023 Put $122.00","STO","1","$0.94","$93.98"
"6/12/2023","6/12/2023","6/13/2023","LDOS","LDOS 6/16/2023 Call $85.00","STO","1","$0.50","$49.98"
"6/12/2023","6/12/2023","6/13/2023","AMZN","AMZN 6/16/2023 Put $125.00","STO","1","$1.96","$195.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","8","$0.17","($136.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","8","$0.44","$351.97"
"6/9/2023","6/9/2023","6/12/2023","GOOGL","GOOGL 6/9/2023 Put $125.00","BTC","1","$2.30","($230.00)"
"6/9/2023","6/9/2023","6/12/2023","GOOGL","GOOGL 6/16/2023 Put $125.00","STO","1","$3.17","$316.98"
"6/9/2023","6/9/2023","6/12/2023","AAPL","AAPL 6/9/2023 Put $177.50","BTC","1","$0.02","($2.00)"
"6/9/2023","6/9/2023","6/12/2023","AMD","AMD 6/9/2023 Put $117.00","BTC","1","$0.01","($1.00)"
"6/6/2023","6/6/2023","6/7/2023","AAPL","AAPL 6/9/2023 Put $177.50","STO","1","$0.98","$97.98"
"6/6/2023","6/6/2023","6/7/2023","RIVN","RIVN 6/9/2023 Put $14.00","STO","4","$0.25","$99.98"
"6/6/2023","6/6/2023","6/7/2023","RIVN","RIVN 6/9/2023 Put $14.00","STO","3","$0.25","$74.98"
"6/6/2023","6/6/2023","6/7/2023","RIVN","RIVN 6/9/2023 Put $14.00","STO","1","$0.25","$24.98"
"6/5/2023","6/5/2023","6/6/2023","AMD","AMD 6/9/2023 Put $117.00","STO","1","$1.66","$165.98"
"6/5/2023","6/5/2023","6/6/2023","GOOGL","GOOGL 6/9/2023 Put $125.00","STO","1","$1.19","$118.98"
"6/2/2023","6/2/2023","6/5/2023","SU","Option Expiration for SU 6/2/2023 Put $27.50","OEXP","5","",""
"6/2/2023","6/2/2023","6/5/2023","GOOGL","Option Expiration for GOOGL 6/2/2023 Put $124.00","OEXP","1","",""
"6/2/2023","6/2/2023","6/5/2023","GM","Option Expiration for GM 6/2/2023 Put $31.50","OEXP","5","",""
"6/2/2023","6/2/2023","6/2/2023","","Interest on Contribution (IRA Match)","MTCH","","","$0.03"
"6/2/2023","6/2/2023","6/2/2023","","RESIDUAL ACAT IN control_num = 20231520012308, firm_id = 0057, acct_num = 78860031","ACATI","","","$3.86"
"5/31/2023","5/31/2023","6/1/2023","GM","GM 6/2/2023 Put $31.50","STO","1","$0.26","$25.98"
"5/31/2023","5/31/2023","6/1/2023","GM","GM 6/2/2023 Put $31.50","STO","1","$0.26","$25.98"
"5/31/2023","5/31/2023","6/1/2023","GM","GM 6/2/2023 Put $31.50","STO","2","$0.26","$51.98"
"5/31/2023","5/31/2023","6/1/2023","GM","GM 6/2/2023 Put $31.50","STO","1","$0.26","$25.98"
"5/31/2023","5/31/2023","5/31/2023","","RESIDUAL ACAT IN control_num = 20231500015553, firm_id = 0057, acct_num = 78860031","ACATI","","","$0.57"
"5/30/2023","5/30/2023","5/31/2023","QCOM","QCOM 6/2/2023 Call $106.00","OASGN","1","",""
"5/30/2023","5/30/2023","6/1/2023","QCOM","Qualcomm
CUSIP: 747525103
1 QCOM Option Assigned","Sell","100","$106.00","$10,599.90"
"5/30/2023","5/30/2023","5/31/2023","GOOGL","GOOGL 6/2/2023 Put $124.00","STO","1","$1.42","$141.98"
"5/26/2023","5/26/2023","5/30/2023","SU","SU 6/2/2023 Put $27.50","STO","1","$0.22","$21.98"
"5/26/2023","5/26/2023","5/30/2023","SU","SU 6/2/2023 Put $27.50","STO","1","$0.22","$21.98"
"5/26/2023","5/26/2023","5/30/2023","SU","SU 6/2/2023 Put $27.50","STO","1","$0.22","$21.98"
"5/26/2023","5/26/2023","5/30/2023","SU","SU 6/2/2023 Put $27.50","STO","2","$0.22","$43.98"
"5/26/2023","5/26/2023","5/30/2023","AAPL","AAPL 5/26/2023 Put $172.50","BTC","2","$0.03","($6.00)"
"5/26/2023","5/26/2023","5/30/2023","QCOM","QCOM 6/2/2023 Call $106.00","STO","1","$2.65","$264.98"
"5/23/2023","5/23/2023","5/24/2023","AAPL","AAPL 5/26/2023 Put $172.50","STO","1","$1.12","$111.98"
"5/23/2023","5/23/2023","5/24/2023","AAPL","AAPL 5/26/2023 Put $172.50","STO","1","$1.12","$111.98"
"5/19/2023","5/19/2023","5/22/2023","AAPL","Option Expiration for AAPL 5/19/2023 Put $170.00","OEXP","1","",""
"5/19/2023","5/19/2023","5/22/2023","QCOM","QCOM 5/19/2023 Put $106.00","OASGN","1","",""
"5/19/2023","5/19/2023","5/23/2023","QCOM","Qualcomm
CUSIP: 747525103
1 QCOM Option Assigned","Buy","100","$106.00","($10,600.00)"
"5/16/2023","5/16/2023","5/17/2023","AAPL","AAPL 5/19/2023 Put $170.00","STO","1","$0.51","$50.98"
"5/12/2023","5/12/2023","5/15/2023","QCOM","QCOM 5/12/2023 Put $106.00","BTC","1","$2.69","($269.00)"
"5/12/2023","5/12/2023","5/15/2023","QCOM","QCOM 5/19/2023 Put $106.00","STO","1","$3.14","$313.98"
"5/8/2023","5/8/2023","5/9/2023","LDOS","LDOS 5/19/2023 Put $85.00","OASGN","1","",""
"5/8/2023","5/8/2023","5/10/2023","LDOS","Leidos
CUSIP: 525327102
1 LDOS Option Assigned","Buy","100","$85.00","($8,500.00)"
"5/5/2023","5/5/2023","5/8/2023","AAPL","Option Expiration for AAPL 5/5/2023 Put $167.50","OEXP","1","",""
